model_name,condition,n_obs_total,n_assets,corr_cp_residual_delta_equal_weight,mean_delta_pooled,std_delta_equal_weight,mean_2e_delta_pooled,mean_delta_squared_pooled,ratio_2Eedelta_over_Edelta2_pooled,actual_smape_advantage_pooled,win_rate_vs_cp_pooled,assets_positive_smape_advantage
CP_REPO_OPS_C,older_spike_position,108871,10,0.019957286834127824,-2.492001890074995e-06,0.000653620945916787,3.149476316345046e-08,7.84008919452862e-07,0.040171434765601616,-0.9156093678712103,0.41370980334524343,0
CP_REPO_OPS_C,same_average_different_path,7396,10,0.0128573286626073,-8.125267325511128e-06,0.0002152558256905736,9.455132979404037e-09,6.235970400630035e-08,0.15162248009465798,0.13447122127110026,0.38115197404002166,7
CP_REPO_OPS_C,recent_ramp_high_dispersion,24273,10,0.08391346045487588,-0.00014742323746957895,0.005756799433441584,3.232522872172721e-07,0.00031859545785332233,0.0010146167475058407,0.5599721713503082,0.4334857660775347,6
CP_REPO_OPS_C,entry_with_recent_spike,43747,10,0.03768751514725531,3.5776343109138427e-06,0.0014782870176810923,3.5210393721842367e-07,7.105428104282822e-06,0.04955421855668229,0.14248473095149397,0.45856858756028984,7
CP_REPO_OPS_C,entry_without_recent_spike,29710,10,0.043233947573694816,-7.512592398302496e-05,0.0054379481263502946,2.1776314832110968e-07,0.0002597409415089414,0.000838385920433007,-0.5710429259778746,0.42376304274654997,2
CP_REPO_OPS_C,same_average_recent_front_loaded,14331,10,0.05054144986489388,3.875926596802763e-05,0.001515849688385208,8.045102195449951e-07,1.915506949390168e-05,0.041999859086970355,-0.3897002510099851,0.4283720605679994,3
CP_REPO_OPS_C,same_average_back_loaded,15559,10,0.030500551979822533,1.7413968222037579e-06,0.00019261263541276488,1.5713569510629222e-08,6.496827717059233e-08,0.24186526401752756,-0.4372793915622527,0.3650620219808471,2
CP_REPO_OPS_C,stable_low_dispersion,68968,10,0.018508404895496437,2.5522722582740808e-05,0.0006981720220058455,5.0397156065525656e-08,1.1256892868316222e-06,0.04477004148042846,-0.7310211643120669,0.4373332560027839,0
CP_REPO_RIDGE_OPS_C,all_rows,367468,10,0.0705756318045618,5.312210419606774e-07,0.00011126605474132192,3.172928964406074e-08,1.5412494204343692e-08,2.058673257123983,-0.26941391371680906,0.41089836393917295,1
CP_REPO_RIDGE_OPS_C,all_observations,367248,10,0.07082936151063617,5.239571776248732e-07,0.00011099878792885165,3.17706650109614e-08,1.5341494309357913e-08,2.070897682475567,-0.2584234607967126,0.4110492092536923,1
CP_REPO_RIDGE_OPS_C,cluster_entry_loose,73457,10,0.13082912934996987,-7.98994117321405e-07,0.0001416855055444072,7.696360748072418e-08,2.504035053902752e-08,3.073583469239771,0.25970249418859925,0.44871149107641206,8
CP_REPO_RIDGE_OPS_C,cluster_entry_strict,73266,10,0.1308046815087121,-7.746468334695589e-07,0.00014178724696985515,7.711427799703478e-08,2.5078975611955898e-08,3.074857569552087,0.25319973237041615,0.44883028962956895,8
CP_REPO_RIDGE_OPS_C,cluster_exit_loose,73455,10,0.04420012144351833,-6.0801249449465164e-06,0.00012402099126481935,2.522745574962842e-08,1.878933023279568e-08,1.342647951633495,-0.8462718121813422,0.4084269280511878,0
CP_REPO_RIDGE_OPS_C,cluster_exit_strict,73334,10,0.04425795182254431,-6.0974568413539125e-06,0.0001240691647458961,2.5272346057154293e-08,1.8809897338687432e-08,1.3435664002894454,-0.8482790762527805,0.4086644666866665,0
CP_REPO_RIDGE_OPS_C,inflection_points,144886,10,0.07749697153403773,3.4798398234061996e-06,0.00012334899256582203,4.206596269844077e-08,1.9372932834726974e-08,2.171378131401735,-0.28936347617709957,0.43592203525530415,0
CP_REPO_RIDGE_OPS_C,high_within_block_dispersion,68970,10,0.10484711821974746,-3.8921377601465506e-05,0.00012774420719347207,5.499471813590119e-08,2.2331423865568922e-08,2.46266061971504,-0.27154605900766926,0.3946498477598956,4
CP_REPO_RIDGE_OPS_C,recent_spike_position,125358,10,0.10985031801892417,-4.858236687004049e-06,0.00011571102033178884,4.4735775194352605e-08,1.547477780611501e-08,2.8908832007057854,0.12197463146926897,0.3981636592798226,7
CP_REPO_RIDGE_OPS_C,older_spike_position,108871,10,0.04675071407051526,-4.401783572090435e-06,0.00010836779826726213,2.2505427952627478e-08,1.4971728249232962e-08,1.5031950605823001,-0.554952558702796,0.41607958042086507,0
CP_REPO_RIDGE_OPS_C,same_average_different_path,7396,10,0.02753693622172974,-1.152262098714969e-05,7.671104400244862e-05,1.1988832886343382e-08,7.025024856012738e-09,1.706589390368079,0.4135322420026299,0.38628988642509465,9
CP_REPO_RIDGE_OPS_C,recent_ramp_high_dispersion,24273,10,0.19771178897401936,-4.159704560908366e-05,0.0001558255659087115,1.314920107414365e-07,3.2640796426805326e-08,4.028455954997852,1.0964696622221812,0.43966547192353644,8
CP_REPO_RIDGE_OPS_C,entry_with_recent_spike,43747,10,0.15820831930955256,-1.2711271518196956e-05,0.00014559239690475068,9.608163797489777e-08,2.6939688003418173e-08,3.5665460551253116,0.585001066600924,0.4642146890072462,9
CP_REPO_RIDGE_OPS_C,entry_without_recent_spike,29710,10,0.07813616322603929,1.6741443427481783e-05,0.00013147043994380804,4.881293497891971e-08,2.2243638453712878e-08,2.1944671992621747,-0.21928897828942062,0.42588354089532143,2
CP_REPO_RIDGE_OPS_C,same_average_recent_front_loaded,14331,10,0.06820885831331684,1.6874179218041947e-06,9.001586663937602e-05,2.142410841228419e-08,1.0727479427833668e-08,1.997124166623606,-0.08683926851511028,0.43123299141720745,3
CP_REPO_RIDGE_OPS_C,same_average_back_loaded,15559,10,0.04853064925952113,-1.36943293950717e-06,8.383700879886458e-05,1.814954312527004e-08,8.458392309562477e-09,2.1457438318096704,-0.11526762014898856,0.36737579535959897,4
CP_REPO_RIDGE_OPS_C,stable_low_dispersion,68968,10,0.059237025410967724,2.6310151572462657e-05,0.0001077325916899578,4.1167455609725474e-08,1.6784917399135306e-08,2.4526457074996544,-0.41081363044890035,0.43991416309012876,0
CP_REPO_GATED_RIDGE_OPS_C,all_rows,367468,10,0.052307056481589745,2.253629330211308e-07,9.700692163366774e-05,2.0021076046515862e-08,1.1405591511275375e-08,1.7553737591534262,-0.1591166579492675,0.41809082695636085,1
CP_REPO_GATED_RIDGE_OPS_C,all_observations,367248,10,0.052429392020647156,2.1871113903098699e-07,9.682197424253875e-05,2.0040795619868996e-08,1.135996214521716e-08,1.7641604226917862,-0.15419843567742,0.4181887988498236,2
CP_REPO_GATED_RIDGE_OPS_C,cluster_entry_loose,73457,10,0.08803486783065496,1.118378434452097e-05,0.00016275898425092047,5.8710844951293034e-08,3.259285607864691e-08,1.801340907640102,-0.16495133708361467,0.43993084389506787,3
CP_REPO_GATED_RIDGE_OPS_C,cluster_entry_strict,73266,10,0.08800592906201289,1.1225947931535154e-05,0.00016291679244007893,5.884379083679024e-08,3.2655947707677926e-08,1.801931806222091,-0.1666776657055546,0.4400404007315808,3
